task_num,text,grade
28,"Р: Я хав заб апомался кисти, без гипертрикоза хав хэб без сто маши кисти, без гипертрикоза хав , ya хав- Хав - о без стомами кисти, без гиперприхоза хав – 2 анамамия шести, без гипертрихода – 8 апомался писти, гипертрахоз 3) Ист, в первом браке невозможно рождение ребенка без аномального развития кисти и гипертрихозом, й гипертрикоза и является доминантной (B)",0
28,"номер задания - 28 ав ав 1) Р. -8ХХ нормальное развитие кисти, ертри без гипертра отрихо хозя X 3XY аномалия развития кисти с гипер ертриходов озом (1 некроссов, с кроссовер. е ,) генотипы дочерей и фенотипы возможных АС трихоза х – нормальное развитие кисти, без гипертри хозя 2) генотипы сыновей: и и фекотипы возможных здравствуй у - нормальное развитие кисти, гипертрикоз - апошальное развитие месте, гипертрикоз Ав дв X I X G 2) Ре амомался, кормальное развития раз развитие кисти, без гипертрикоза кисти, без гипер- трикора смотреть далее",0
28,"3) Дрейф генов 28, ХА- норм. исоги х, ц- сочь интеррик ко-анам. ртув. ноги, ночь синегрик. хавуроэ-английскопедореции ль, а д. -норм. коти, ттергрих,",0
28,"Австралии (27) Частота встречаемости заболевания = p2 = 1000 = 0,0001 р- 0, 01. 1-р-д- частота встречаемости без заболевания 1- 0,01- 0,99 2 р д. 2- 0, 0 1- 0, 9 9 - 0, 0 ( 9 8 АА- 9- 0, 99 А а - 2pg - 0, 0198 а а - р - 0, 0 1 Эффект основателя-гены наследуются случайным образом, действует естественный отбор.",0
28,"он миксеры пойдем , а он очень аь, и получивые В. фенослин х 3 - нет ароматически, если гиперц хоз., гиперирохоз и акончания AB х у 6: + 48 -не и оконом и генерирует ароматия гиперприхов. ив",0
28,"анале, гиперогр. G. кр.",1
28,"2)Второе р. д без + + аномалия развития кисти – аномалия развития - нормальное развитие чистее скорость без кисти мормальное развитие сделения, без гипертриха Возможно, про способами искроссоверной гаметы рецессивной по приднатку раздвигаться клети связано с сумкатых Расселение количеством корма, консуренцией Они занимали территории, которые нешболее пригодна для",1
28,х АВ у G: x хав X46 у,0
28,"Дано: Решение: А- анон в в раз в кисти Р: -норм 7 норм акон. гипертр - Интертрихоз – без аконами гипертрихоз. 2) Да, возможно, ар наминой гаметы и красоверной гаметь отца корм. акон корм G.: No26. Представители сумматых млекопитающие и хищники. Его предки имели небольшой размер, короткие",3
28,"27._1 10.000 = 0,0001 - AA-92 p + 2pg + q = 1 q = 00 0001 = 0, 0 1 p + q = 1 p= 1-q = 1-0,01 = 0,99 - аа Эволюционный фактор - мутации. 23. Непьзя утверждать, что тестируемый препарат рат разрушает",1
28,"а хав хауать аноналия развития кисти корнальное развитие кисти анонация развития наркальное развитие писси, без кипертрикоза кипертрикоза В первом браке возможно рождение развитием кисти и киперхрикозом резул упьтате проссинковера. ребенка с корнальным схараву",1
28,"Дано: А- нормальная кисть а- аномальная кисть В - капертрахоз нормальные уши в- нормальные уши гипертрихоз х заву нормальные кисти, кормальные аномалия кисти уши, Гипертрихоз G. : X46 Хав хав У",0
28,"аномалия кисти, нормальные усни нормальные нормальные кисти уши ха в заврап- дочь, норм. кисти, норм. уши - дочь, норм. кисти, норм. уши 3) В первом браке возможно рождение ребёнка с нормальным развитием кисти и с типертрихозом - сын (хлёу), в результать кроссииговора материнских хромосом году, и отцовской хромосомы",0
28,"p+q=1 p*+2pq+q*=1 1 1) о ========== частота встречаемости (а а) 2) а= 10,0001= д 01- частоте встречаемости аллеля а 3) р= 1-е= 1-дог= дяя- частота встречаемост аллеля А 4) p + 2 pa = 1 - 0,0001 = 0, 9999 - частота 5) дрейф геков эффект бутылочного горлышка)",3
28,"Fi гонотипы возможных. Дочек Оплуживие аналями в развитии кисти акончания развития кисти отлужеточе чинертрихозя гекстины, возможным Игновой: якоидлия в развитии клити ) Испертрихоз отсутствие аномалии в развитии кисти гипертрихоз 2) 2-ое скрещивание а развития кисти Отсутствие Интертрихоза Отсутствие ананасии отсутствие гипертрилоза гекотим, возможных дочек ахамалия развития кисти ствие отсутствие развитии кисти гипертрикоза",3
28,"гекстики возможных. сыновей А акомализ развития кисти отсутствие отсутствие анамами. в развитии кисти отсутствие гипертрихоза инерприятия 3) Да, возможно. В его чекотипе будет х хромосома матери с рецессивным аллелем акамаши развитии кисти. А также красоверная (полученная в результате красинговера) храняла отца с двумя рецепсивны амелями заблеваний.",3
28,2 8. ходе дени рецессивных готовитот + 9 х -здоровая а кисть аномапией х в нет испортрикова у в хор. ход В первом браке возможно рождение пебёнка с нормальным развестием кусти и с испертри казом,0
28,2 спрещ. Р: д ха отсутств. глагол ртрикоза. картул роде тсут. отсут гемор. Трипоза Сп. F1: генотипы Хорелятины вод можнин дочерей:,3
28,"p'+ 2pg+q', 1 P+q, 1 1 10000 0,0001 частота встречаемости ха (муташных аллелей) р 1- 0,01= 0,99 P = 0,9801 частота встречаюти Аа встречаемость АА (георихльих хлебей) p* 2pg = 0,9801+ 0,0198= 0,9999 Изменивость может приводить и Частота фли рецессивных голодигот.",0
28,"я х а женщина с нор- мальчым разви- тиш кисти Ад хау мужчина с ано машин разви- тия кисти и с гипертрихозом И сын с аноманий развития кисти, лией и с гипертрихозом. Тип дочь с анома ви- развы- кисти.",3
28,"дочь с аномаший дочь с нормальным развития кисти. в развития виткем кисти, а 6 сын с аномашей развития кисти и с отсутствием интерпринца.",3
28,"иммунодефицита человека. 5) Остальные условия оставить без изменений. 28-1)Р1: в Хавхаь хв.хавуд нет анонами есть аноналия А- есть аномапия развития кисти развития нет кисти, в развитии кисти, гипертрихоза. есть шпертрихоз а- нет аномалии развития кисти (зав) (44) В- нет гипертрихоза некрассворные 2) Pri f X48 есть акомания, нет гурер развития кисти, нет гипертрикоза развития кисти, нет гипертрихоза казвития кисти, нет гипертрахоза развития кисти, нет гипертрихоза развития кисти, есть инертричоз. развития писом, есть гипертрихоз развития кисти, есть гипертрихоз разбития кисти, есть гиперт, -дочь, нет анемалии - дочь, есть анамамия -сын, есть аномалия Xab уа- сын, нет аналамии - дочь, нет аномалии - дочь, есть аномался -сын, есть аномалия Хаь уа- сын, нет аналамен нет аномами",0
22,"гб) Жираф крупное животное и имеет больш обьёма крови а соответственно у него больше круги кровообращения. Соедини тельная ткань имеет большую плотность, так как жираф под вержин воздействию хищников и особи с большей плотность стью соединительной ткани выживали в результате есте твенного отбора. У людей при длительном повышенном арте- реальном давлении возникает отечность нижних конечнос- тей, так как эритроциты в крови не успевают переносить ки лород в нижние ропечности и возникает кислородное голо- дание, кровь не успевает синтезировать минеральные вещес- тва, что приводит к закрытию сосудов, в результате чего",1
28,"Р.п. нор раз В- без гипертрихоза аном гипер в- гипертрехоз 1 хр. 1 xax 1 x в 1x've гипер и пор раз гипер Р. п. х х х зв аном аном гипер G. 1 X X 2 апель 1 г апом гипер Ответ: рождение не ребенка в первом браке с нормальным ро разви- в чен. А переходит от матери, а ген в от отца.",0
28,"Я нет акомалии нет гипертв халь есть аномалия G: не красив. - кроссов F.: XXX есть аномализ нет аномалии С: первом браке возможно рождение ребенка нормальным развитием кисти и гипертрихозом, т.к. у матери нет апомалии кисти и гамет (ха) один вид у отца есть кроссов",2
28,"хозяев аналогия шпертрикоз + копептрикоз а норм кисть нет гипертрии С. Непросе: кросс: F. ана сиглассическими гиперту нет синерт аномалия норм нормать! аномалия гипертриха сипертриха 3) Да возможен т.к. после проссинговера образуется гамета (?) слияние которой с х даёт возможность рождения ребенка с нормальным развитием кисти и с шпортрича, ам (о",3
28,генотипы род- ей. злаха У мамы неб. хл уз безаном; рад. без глобарилоза.,0
28,"амонятия разв- к, без гипертриход порт, разв-нибок, без гигероприказа и фии возник, сыновой; хатя- норм. рядв. книги, без гильероризм,",0
28,P: У a t ja B1 B нормальное развитие кистки нем имертрикоза аномашия развития киста есть гипертричноз G: а в весна некрассоверные окрашившемся Аб В усколболистовные кроссоверные Fi: не бина- нашивные,0
28,"фекотипам. No27. аа- мутаитный финансии а- мутантный алилль 1- 7 0, 0 0 01 (p2) частьта аллеля (9)- 50,0001 = 0,0 = (р) частота смысля А(д) по формуле д + р = 1 A(q)= Lp= 1-qot = ggg = 0, 9801 + (0,99, 0,01) = 0,9801 + 0,0099 = 0,99 частота мутантных сименей: 0,01 частота пормальных симплей: 0,99 частота мутажного фенотика: 0,0001 частота нормального фенотика: 0,99",0
28,No28 (гипертр.) У- нет гипертричная А- аномалия в развитии кисти нет аномами а- развитии кисти в (нет апомал.) (анамал.),3
28,"за заставаться в тканях (мнифатические сосуды не будут успевать удалять тканевой псидкости) воду из древнил Сумматон обитали в Адорике. При отделении Южной Америке, сумчатые животные Австралии и населии эти материки. А в Адорике сумчатых вытеснили",3
28,(А); 1) В в: х В- без гипертрада р- Р- с гитерпричцем. (4: Адвь; ААВЬ. 21/3 На ВС Невь. ж.р. 3) В первом браке невозмож- но по по по идение ождё пожд ребёнка с генертрихо- зай и Е так как не является доминантной ослелей ко чененич- из,0
28,"F: дааBb x 5AABB F2: Даво интерприко обсуживает. развитие кисти, гипертриха весутствует. в первом граке 2) Рождение ребёнка нормальным развитием кисти и с и нная акад гипертричозом невозможно, так как гипертрико- держат рецепивные аппети, ченов. No22.",0
26,"1) Такой образовательный контроль не является идок войныш, так как противовоспалный аппарат весна 2) Отращательный контроль- заразить клетки чем века вкругом, но не вносить искусственный препарат 3) Всё остальное оставить без изменений. (столерение варужных часов)",0
28,"ТЭ 28 Дано: А - нормальная писть В - мормально ухо Р1: 2 хлозов + норм. писть норм. Ухо т. в х за аномап, кисти гипертриход В: некросов.; ХРВ зав пропов. Dok, зав дав духов зов днем к морм ухо",0
28,"долдов F1: гипер заявка папертр Ра: доверяю аномап. киске норм. что х о норм клеть Сп.: жпросов: «FAB got кресив. F2: в норм кисть, норм ухо норм кисть норм. Ухо в хавула норм писть норм. ухо норм. кисть норм. Ухо вдохновенно рождение ребенка с В первом транс нормальным развитием писто в с с интерес/шхозом, т.к происходит Дрожжновер",0
28,"No28. 1скридивание за нормальное нет гипертриход развития кисти в гипертрихоз некрасоверные галиты -красоведные галиты возможных F1: верхнемуе ореховины и генотипы дочерей (8: за ха- нормальное развитие кисти, нет гипертрихоза ха ха- аномалия в развитии кисти, нет инертрихоза вариантых возможном фенотипы и генатисты сыновей (3): ха а уль- аномалия развития кисти, гипертрипу 2 скрепывание",3
28,"нет анонамя в развитии кисти типертри х за за нормальное развитие кисти нет гипертрихоза G: вормошных Его возможные генотипы и однотипы дочери 3): х- за а ха ха- нормальное развитие кусты, нет интертрихоза возможных с возможные генотипы и оденотипы сыновей (А): Ха за- аномалия в развитии кисти, нет гипертритоза а ха за- нормальное развитие кисти, нет гипертвичеза 3) Рождение в первом браке ке, ребёнка с нормальным развитием в кусть и слипертрихом хромо- волшебно. Сын получил соли от матери и получен ченную в ультате кроссия говорят в отца оца.",3
22,"22) 1 Дакой отрицательный контроль будет считаться не адекватным по что на клетки человека могут влиять внешние факторы (свет, давление темпиатура) и эксперемент будет не чистый. за а этого за это кол-во. вирусных частиц будет 2. Отвицательный контроль при введении много квартирного аппарата в определённых количествах в клетку человека, количество частиц не при сохранении всех остальных условий. 23) 1Да, тестируемый препара Лат вобумает вирус гастиды, кол- и Местиц",0
22,"условия жизни. 2 В Австрии животные с длинными ушами, коротким роднёрстком и с конечностями способные, прывать и бегать, эти приспособлении характерные для советрами. 2 В Южной левике у сумчатых животных с уши откл. листь родицкие, имеется умеренная жировая прослойка, лапы не способны на прыжки это всё зависит от территор мастополож- Узение и образа жизни.",0
28,"2 1 1) аа= д = 10000 = 0,0001 =/ g = $0,0001 = 0,01 (частота аппеля) (частота генотипа аа) =>",0
28,"No28. норм. кисти; аномальное развитие кистей, гиперхтихоз F. I аномальное Второе скрещивание: развитие кисти; без гипертрихоза аномальное развитие кисти, без гипертрикоза аномальное развитие кисти, без гипертрихоза нормальное развитие кисти, без гипертрихода а ВЬ нормальное развитие кисти, без гипертрихода",0
28,"Дано Решение X"", Р. п. хх развитие интерфикоза апопал. развития кисло гипербрихоз 6 - гиперорихоз просообужные ха нет гипертрихоза напроссоверение за , уд нет чипережд развития кисти нормат. подвиги клети гиперфиясоз В первом броке возможно рождение нормальным ребёнка с анатомат развивают кисли и в процессе кроссинговер происходит обмен наследуется генами, а также Х материнская хроносома кордan. развитие писти на гиперорю анонал. развития кисти нет нормы развитие нет гиперфикса. 4 заб -отцовская протокола, получив- вития клети нивый ней гипертрич",3
28,а апошаи. кисть нет гипертир. корн. нет готерпур. 2) F P: аномаи нет гиперпир кидель кот гиперыр. а,2
28,"2) апомаш. киень нет гиперкир. норм. кисмь нет гиперпр. а а ино возможно мне ребенка рождение ме бенка кка акошальным гл гипертрихозом. Это бут развитиян клетет сын ха хв, который пощишся при симении пошёны манеры (ха ха) с рецессивном признаком кормального развития, киски 4 гометы (некросоверной) онца УБ с долинам каким-н призн при щнаком анализ развит конечное рецеп цессивным признаком гипержрихоз хозя. Задание 22.",2
28,"Задание 27 Дано: Решение: 2- фенилкенурия А- нар здоров доровый 1) ж.р. по условию задоли сказано, что популяция равновесие весна, то справедливость следу духощей форщин улы щим p+q=1 (p-annель гено ени на фени микенури человека лекотер AA+2Aat aa=1 сово да- - здоровь- ая- фенисиканция",2
28,"0,0198 7) настояла феноплив Д заболева мне левание фенииjemонурия (аа) здоровья щибок AA + 2Aa) 0,000 1 0,9801+ 0,0198= 0,9 Аволюционный фактор: эффекты и горшок мошка пни тылки кого слушайный образо разом цивил стало оно преобмадаю генонит примеру АА, при будут давать организм них нций аа генотив",2
28,28. 1 брак : а х а у нормальное развитие кисти отсутствие гипертрихоза аномаши в гипертриход развитии кисти непроссоверные проссоверные F1: - дочь с аномашей развития кисти и гипертрихозам а непроссове- рные а - сын с нормальным развитием кисти и без гипертрихоза а у,0
28,"а у с гипертрих дл а х без гипертрац а х без гипертрих А х в а у гипертвых кан. разв.кие без гипертра без с норм. роув. с гипертриц с гипертрих. дочери сыновья Ответ: в первом браке родится дочь с нормальным развитием кисти и с гипертрихозом, так как она чоландри чески насле дует X-хромосому от отца к правившемся признаком.",0
28,"1 скр. Р: д зазав 8 хауав порнальная кисть, отсутствие гипертрикозы смомания киста, Fi: Хлъзав хв. -пормальная кисть (4) отсутствие элементрихода (9) сломание кисти, от отсутствие инервы -порносльная клеть, отсутствие инертрихозы у года завдав- аномания клети, отсутствие гипертрихозо 2 скр Р: 7 Х ав в задумыв сломание жести, отсутствие информацы нормальная кисть, отсутствие гимертрихоза (на) нормальная кисть отсутствие гипертризоза (Р) оза , отсутствие инертрихода (8 авцев -порнальная кисть, отсутствие дав для- ивключенной кисть, пинертрихода (в) отсутствие имеретривода 3. Нет, так как доминантный аппель моторы перекрывает рецепивный",0
28,"гипертвихоз, анонами в развестили кисти нет гипертвихоза, в нет аномалии развитии кисти рад дых, как кросс. , V хар нет анонами в -Я нет гипертрихоза, раз развитии кисти в ль- от нет гипертвихоза, нет аноналии в Развитии кисти ход- в гипертвихоз, аноналии в разв. кисти",0
27,"(28) зав нет гипертвихоза, аноналии развитии кисти хот хв, в гипертвихдз развитии аномалия кисти 6: хав , у в в кросс. развитии кисти в -О нет гипертвихоза, аномалии развитии кисти -Д гипертвихоз, анонами в развитии кисти -о нет гипертвихоза, в нет заномалии развитии кисти 2) р. нет",2
28,"2 (27) = 0,0001 частота встречаемости 10.000 заболевания (ая) q = 10,0001 = 0,01 частота встречаемости рецессивного аппеля а p= 1- 0,01 = 0,99 частота встречаемости доминантного аппеля А р = 0,99; 0,99 = 0,9801 частота встречаемости AA 2pq = 2:0, 99:0,01 = 0,0198 частота встречаемости Аа 0, 9801 + 0,0198 = 0,9999 частоты встречаемости людей без",0
28,"Царна кисту гл Р: А А XX No28 англия кислот в гипутрикоз. х кисти а (лл- кулы кисти G. (GAX) 1- гиперозлод F1: AAXY - девочка, крема кисти, без гипертующе- AAXY 6 - мальчик (крых кисти, гипертрипу А а х рь - мальчик, аначаля кисти, гипертрику Лозможно рождение ребенка в 1 браке с нормой киски и гиперармизм",0
28,1 В. англия кисти без гипертригаз. G. AAKK ААХУ A A XY,0
22,"22. Такой отрицательный контроль не является адекватным, потому как изу- частый объект подвергался воздействию противовирусного препарата каждые 24ч. Свой вариант- зародить клетки, сразу добавить лекарственный препарат, измерять вирусную нагрудку; не ввода- новую дозу препарата 23. теотируемый аппарат не разрушил вирусные частицы, разница показа- на тепей между началом опыта (48ч.) и концом (120ч.)- в первом оптте- 0,1",0
28,"Дано! Хаь норм. кисти аком. разв. без гипертрик. липертрикоз а- норм. кисть G: В- гипертрихоз - норм, кисть; без липертрихоза",0
28,Продолжение No28 -норм кисть; гипертриход кис. G: x о У корм. кисть; без липертрихоза,0
28,"Схема кроссинговера: аномашия развития кисти, отсутствие гипертрихоза нормальное отсутствие развитие кисти, липертрикоза G: см. лист 2",3
28,а X гипертру I х су- а в хау,0
28,"Дано: XX-8 XX-0 Решение: | (рак. -омашания в развитии кисти кормальное развитие кости - аккамания в развитии кисты Р. о заза аь развитие аномалия в развитии кисти, гипертрикоз некроссоверные нет гипертрихода кроссоверные: Найти Р. F1 возможно ли рождении в первом браке ребёнке с нормальным развитием кисти- и с гипертрикозом. непосолитанностью. трикоз. за рас кормальное развитие клети, гипертрикоз. рекомендации охаха-н",3
28,"Решение: | брак ха уль подмальное развитие кисти нет гипертрикоза развитие кисти папертрикоз. 6: нскроссоверные красоведные F1. нерекомбинантные нормальное развитие кисти, нет гипертрихоза амамальное развитие клети, гипертрика, рекомбилактные:",3
26,"-нормальное развитие кисти, нет гипертрикоза. 3. В первом браке возможно рождение выня ребёнка с кор- а мальным развитием кисти и гипертрикозам (сама Ари красиновере образовалась Материнская за.",0
28,"Р: Даахх х о А.А.ХУ писти. гипер. 2) Второе спрашивание. AX) AV 3) Да, рождение в первом браке революса с",0
22,"закание 24. 1) На ресунке Г отображен 1) выделовный рефлекс синонеотзрения и отсутст- Усуразличный раздражитель а) единсторини центр воздухло- изначен по на умне рефлекса. расположен под цикарой 2. 3) Декуриовский рефлекс- эжикрелиз конкретцированный ответ опитель, а инстинкт- внутреннее подцедение, задание эк. аа 1:10000-е,0001.",0
28,"27. встречаемости людей с фенилкетопурией разновесной популяции = 10 000 = 0,000 1 Фенилкетокурию имеют особи генотипом",0
28,"У норм. чисть, без гипертрах. пепертрахоз. G. норм. (Аком. касти хрус корм нисты",0
28,"Составим скрещивания 2. скому вышла замуж Дочь c диомалием развития кисти этих заболеваний. Её мужцину recorun гипертрии шесть, норм пеппертрль G. F2: Флорм. кист.+ кормкi Ассом. разв. писти, 2) иом. без типертр без пеперта пмертр: Солое потом ство том (сущ.) получатся из для цви веке В первом без леперты возможно браке рождение C корм развитием кисти и пепер- трикозом таком случае его removen будет в Вероятность рождения ребёнка признаками ребёнка ташими",0
28,"гомозигот может приводить к снижению их доли. 28. 1) Дано: Решение: Р- надм. кисть р: д. хв. зарп норм развитие кисти, нет интертрихоза апоман. кисти, инфтрихоз патология 6 ХАБ -напросе - гипертролю норм кисть, нет Б. интерприк F.: X 4 норм кисть, четыр - -просоверш. ХвВ. патологие, импертрихоз нет охватыв у 2) Да, рождение ребёнка с норм кистью и гипертрихозом возможно. 3) Синертрихоз передается у отцовской У хромосоки, окомании жести от Х кремосомы",0
28,"Из-за общей особенности строения сумчатые Дотные начали вести схожий образ жизни, жить в примерно одинак пр иак аков ковых ареалах и потреб- лять общую кормовую базу. 4) Теория дрейса континентов. равновесная частота аллея встречаемос- заболевания: 1:10000 = 0, 2) равно весная частота аллеля а (ф)= = 10,0001",2
28,"1) Дрейф генов. (2X) Дано: у8- шпертрихоз А- аномалия разви вит.к. а- нормаль. кисть нормаль. кисть отсутст. гипертрих. хуэ аномал амия развит вый. кисти, гипертрихоз некроссоверные: соверные",2
28,"ти гекот типы возможных сыновей аномая. развития исти. отсутст ств. нормаль. кисть отсутст. гипертрихоза гипертрихоза Да, это сын с гекотипом Хуад экоторый получил гамету от матери и кроссовер ную гамету от отца.",2
27,"ти гекот типы возможных сыновей аномая. развития исти. отсутст ств. нормаль. кисть отсутст. гипертрихоза гипертрихоза Да, это сын с гекотипом Хуад экоторый получил гамету от матери и кроссовер ную гамету от отца.",2
28,No28. Решение: Abak Р: ? X X x норм анале без гип гипер. - не тоже G: Fi хль нет зир,0
28,"гип, ассом том @sizni_nqu английские норм норм норм G: Хабусь ува- непрос +96 норм гип разм гип. Редели гип.",0
28,"Р: 0 хозя х от ха Увлекети шептрикоз G.: в некрасоверные красоверные зара нет""? за уд гипертриха дочь которая родилась норм раз. кис гипертрикоз хруд корм. родки пор назнача нет гипертрисо анал. род. как аком, раз кислот нет гипертрикоз в пермом браке возможно рождение рбенка с норм развитием кисти и с гепертрихозом. Эти Потому что у трикоза.",3
28,"2-й брак: Р: д Х""ХА, + аномалия в развитии кисти хауа отсутствие аномаши в развитии кисти, отсутствие гиперт пертрихоза Б2: генотипы возможных дочерей: Хоха - отсутствие апомами в развитии Кисти - аномалия в развитии кисти",3
28,"1. частоты встречаемости заболевания - 02 - 0 0001 заболевания - Для = 1000 2. частота мутантных аллелей = д = 0,01 1. частота нормальных аллелей - Ран 2p9(pa)= 1- q = 1-0,0001= 4. частота здоровых - р (на) = (1-9)= (1-0,01)= 0,9801 5 частота косителей = 2pg = 1- 0- 0 = 1- 09801 - 0.001= 0.0198",0
22,"No22 Таной отрицательный контроль не является адекватным, так как изнаемый объект подвознается экспериментальному воздействию- - внесение противоворуского препарата 2) Отрицательный контроль - не заражать клетки человека вирусами, не добавлять некарственного средства 3) Все остальных условия (свет, температуру) также оставить без гуляеми",1
28,ё брак Х а в завра а.р.к. нет г нет 2. G. -не к. (396) F1:,0
28,"4) g = 0, 3333 част фекотип. зуб. норм. 1- 5) хра 2pq = 2 $ 0,01 0,333= 0,0067 - част фен. равновеси... (Aa) 6) К спининию рынесивных гомозигат во всей чело- веческой популяции может приводить увеличение численности гомозисотно о доминантных",0
28,"27 но = 10.000 лив- заболев = 9.999 1) гастот астота вет вет отречаемости) ангно мутанок g= 0,01 частот встречаемости ли (порей 1-д = 0,99 (Р) частота встречаемости (Аа) корм жил 2. 0,01-0,99 (2pg)= 0,0198 частота встречаешь эти норм доскочила 0,0198 + 0,99 = 1,0098 частота встреча стречаешь сти шубантного фекотипа!",0
28,"аллелей г 0, 01 грд = 0, 0198 частота мутантных частота нормальных аллелей = 0,99 частота фенотипа АА- 0,9801 частота фенотипа Aa z 0,0198 частота фенотипа аа г 0, 000.1. 28) 1 скрещ крещивание Р.: нормальное развитие кисти; без гипертрихоза аномальное развитие кисти; гипертрихоз А- нормальное развитие а- аномальное разви тие кисты G.: В- без гипертрихоза в- гипертрихоз хочу",0
28,"хозом. 2 скрещивание: в: 2 х + аномальное развитие кисти; без гипертрах за нормальное развитие кистей, без гипертрикоза девочка; * нормальный руха развития кисти и гипертрикоза ХУ- мальчик; аномальное развитие кисти и с гипертри хозем. Возможно ли рождение в первом браке ребёнка с нормаль- уже у",0
28,"28.1) хав формальное развитие кисти, нет хав y at апошальные развитие шперт чертрих пихоз F1: дочери: AB х хав нормальное развитие кисти, нет гипертрахоза развитие кисти, нет инерпириоза 1) Р: 2 хав нормальное развитие кисти, нет шпертрихоза х AB G: (хав) аномальное развитие кисти, импертрихоз непросоверные: красоверные: ос (у F1: дочери: хав ав нормальное развитие кисти, нет гипертрихоза анамальное развитие клети, нет гипертрихоза сыновья: х "" хав 2) Р: д х яв развитие кисти, шпертрихоз развитие кисти, имертрихоз такомальное развитие книги, нет инфтрихоза нормальное строение кисти, нет гипертрихоза G: (хав) (уга)",0
28,"AA/P) = 0,99 = 0,9801 2 Аа(грд)= 2-0,01-0,99=0,0198 aa(q)=0,0001 0,9801 + 0,0198+0,0001 = 1. 6) к снижению дали рецессивных голозит от может приводить фактор большого разнообразия режатипов среди людей.",0
28,"Дано: , ха - аномания кисти (аном к) ха у - нормальная кисть (норм. к) (гипертр) у- отсутствие гипертрихоза нормк, Р. д Хоха Ст: (х9) не кросс кросс F1: все генотипы девочек: уха корт. к Рекоменду -нал. аном к,",3
28,"Все генотипы мальчиков: хауав рекомбинантная акот к, гиперт норм к гиперт 2й Брак Р: д х ся аном к, норм к, Ст: F1: генотипы девочек всех: норм к, зазя все генотипы малочиков: залав норм к, аном к, нет жперт 3. В первом браке возможно рождение ребенка с нормальным развитием кисти и с гипертри- хозом (ха уав). Это произошло благодаря напичию в генотипе ребенка материнской х-хромосомы с рецессивным аллепем (по аномами кисти) и отцовской У-храносаны с елем с руссивным аппелем (по аножании кисти) появившемуся в результате результат просе проссинговела и с божинантным аппелем по гипертрихозу), который наследуется гопандрически.",3
28,"хотя хву 4./4. Fi : девочки 4 ААХХ- норм. кисть, без гипетрахца В в 4 Аах х норм хисть, без гипетрихоза мальчики",0
28,"-аномельное развитие кисти х нормальное развитие кости. нормальные, развитие кисту х (гиперт)ихоз аномальное развитие кисти испертрихоз красивёрные - шпертрилоз (голандическое наследование) некрасоту F. X2 хауль нормально развитие/без клети гипертрих. аномально без развитие кисти (инертрих анональное развито клисти минертру нормальное развитие чисти с (шпертрихозом)",1
28,"2 з- аномальное развитие кисти без (шпертрикус нормально без развитие кисти рипертричу хаза анональное развитие чист развито кисти уяв имперших развито часть штер, наруальное без развитие кисть (сипертрихоза Да, в первом браке возможно рождение реденье с нормальным развитием клети и с гипертриходом ха уяв В результате кроссинговера жеста возникают кроссовер- 1) Отрицательный контроль должен звучать так: Авторова Противовируемые лекарства, купленные в аптеке не помогают в борьбе с вирусами.",1
